inditex,iberdrola,santander,BBVA,naturgy,r_inditex,r_iberdrola,r_santander,r_BBVA,r_naturgy,label
25.926162719726562,8.714578628540039,2.633479118347168,4.222126483917236,23.588680267333984,-0.5233787451263461,-0.5744289983822815,2.7791926515971843,2.5285091830468787,-0.384478608328076,0
25.880691528320312,8.655838012695312,2.6378209590911865,4.211948871612549,23.621789932250977,-0.17538727924303332,-0.6740499839240965,0.16487090077037525,-0.24105417834959786,0.14036251516300613,1
25.707914352416992,8.60129451751709,2.6795053482055664,4.273014545440674,23.737659454345703,-0.6675910329299262,-0.6301353502482954,1.5802584694277977,1.4498199215971397,0.490519653366861,1
25.1531982421875,8.605489730834961,2.7029523849487305,4.374007225036621,23.605234146118164,-2.1577639579203667,0.048774208455792945,0.8750509402366546,2.3634995510068313,-0.5578701155530164,0
25.17138671875,8.550024032592773,2.7055578231811523,4.3661789894104,23.770769119262695,0.07231079080827207,-0.6445385443136886,0.09639230964371137,-0.17897171228735687,0.7012638473308908,0
25.407819747924805,8.554291725158691,2.708597183227539,4.380270004272461,24.019071578979492,0.939292824096527,0.04991439263386521,0.11233764883329389,0.3227310400292005,1.0445705751926493,1
25.36235237121582,8.524426460266113,2.7038211822509766,4.460907936096191,23.49763298034668,-0.17895032773403985,-0.3491260977778299,-0.17632747335546428,1.840935187672832,-2.170935695487719,1
25.353256225585938,8.541492462158203,2.715545177459717,4.508663654327393,23.671445846557617,-0.03586475535370948,0.20020117449117691,0.43360837934480756,1.0705380813797571,0.7397037240147286,0
25.253225326538086,8.474934577941895,2.749847412109375,4.514143943786621,24.110111236572266,-0.3945485272495386,-0.7792301463846463,1.2631804079115572,0.12155019490018848,1.8531415142875263,0
25.380538940429688,8.571356773376465,2.7411630153656006,4.525887489318848,24.74742317199707,0.5041479345523792,1.1377338025184702,-0.31581376863062394,0.2601500013837743,2.643338843074594,0
25.325979232788086,8.495412826538086,2.726834297180176,4.525887489318848,24.41635513305664,-0.2149667025182489,-0.8860201348083963,-0.5227240446885162,0.0,-1.3377879249870772,0
25.998912811279297,8.529545783996582,2.722058057785034,4.456211090087891,24.05217742919922,2.6570880924517315,0.40178103354637784,-0.17515693564807977,-1.5395079836914682,-1.4915318108408848,0
25.917072296142578,8.720684051513672,2.7185842990875244,4.464822769165039,24.002519607543945,-0.3147843747574486,2.2408962019491163,-0.12761515822834468,0.19325114773633967,-0.20645873664223435,0
25.55332374572754,8.656686782836914,2.6769001483917236,4.404539585113525,23.539020538330078,-1.403509417493809,-0.7338560633399993,-1.53330359149767,-1.3501808955966088,-1.9310433937451688,0
24.689420700073242,8.50736141204834,2.555755853652954,4.251877307891846,23.38176155090332,-3.380785428348587,-1.7249713953452983,-4.525544025672856,-3.466021232676575,-0.6680778716798508,1
24.880388259887695,8.456161499023438,2.6256632804870605,4.302763938903809,23.20795440673828,0.773479305708813,-0.6018307033763937,2.7352936210314205,1.1968038427993433,-0.7433449519474888,1
25.062259674072266,8.532958984375,2.722926139831543,4.401408672332764,23.058971405029297,0.7309830227922198,0.9081837587944674,3.704315784407819,2.2925899451989418,-0.6419480110049225,1
24.853107452392578,8.69935131072998,2.7802417278289795,4.449164867401123,23.688003540039062,-0.8345305826356175,1.949995618866418,2.1049262834937688,1.0850206973179954,2.7279279893316133,0
24.580293655395508,8.635355949401855,2.7324793338775635,4.418631553649902,23.431421279907227,-1.09770497520143,-0.7356337161506743,-1.7179223473029581,-0.6862706746368796,-1.0831738508403355,0
24.316574096679688,8.669486045837402,2.687321424484253,4.410802841186523,23.28244400024414,-1.0728901876155272,0.39523670634458163,-1.652634983673551,-0.1771750454484522,-0.6358012938414315,1
24.580293655395508,8.712150573730469,2.748544454574585,4.503183364868164,23.265888214111328,1.0845259602249246,0.4921229201764632,2.2782176159698464,2.094415166758856,-0.0711084546477947,1
24.0164852142334,8.656686782836914,2.757662773132324,4.552506446838379,23.596960067749023,-2.2937416821232737,-0.6366257151339094,0.3317508124186519,1.0952936617018905,1.4229925399404708,0
23.479955673217773,8.449336051940918,2.864912986755371,4.458559989929199,23.28244400024414,-2.234005251932747,-2.3952666429735925,3.889170737915326,-2.063620513364095,-1.332866888793638,0
22.770648956298828,8.276969909667969,2.825833797454834,4.451513767242432,23.00103187561035,-3.020903134531938,-2.0399962933579263,-1.364061997038024,-0.15803808186237722,-1.2086880768652941,1
22.552396774291992,8.10460376739502,2.8605706691741943,4.501617908477783,22.82722282409668,-0.9584802893659372,-2.082478783348185,1.2292609618671513,1.1255528760588218,-0.755657626377948,1
23.17986297607422,8.015861511230469,2.927438735961914,4.607308864593506,22.661685943603516,2.7822595002296557,-1.0949610704173218,2.337577865434226,2.3478437811587094,-0.7251731048002141,1
23.589078903198242,8.155801773071289,2.981280565261841,4.709084510803223,23.108631134033203,1.7653940730642192,1.7457919107604303,1.839212846318894,2.209004197479536,1.9722503945291958,0
23.85279655456543,8.15068244934082,3.0233988761901855,4.741183280944824,23.505910873413086,1.1179650229218296,-0.06276910441069816,1.412759047877321,0.6816350411202654,1.7191833522098632,0
23.41629981994629,8.058526992797852,3.0233988761901855,4.671505928039551,20.700101852416992,-1.8299604141619796,-1.1306471220753012,0.0,-1.4696194763301418,-11.936610481109543,0
23.034364700317383,7.80253791809082,2.9061622619628906,4.486743927001953,20.335926055908203,-1.631065209130822,-3.176623655114841,-3.8776429782571675,-3.955084375010842,-1.759294708331438,1
22.91614532470703,8.022687911987305,2.9725964069366455,4.598696708679199,20.129005432128906,-0.5132304587012193,2.8215177703404537,2.285975075902469,2.4951899082872986,-1.0175126680261548,0
23.12529945373535,8.032926559448242,2.9343862533569336,4.553289413452148,20.617334365844727,0.912693326319669,0.12762116105300425,-1.2854134348863289,-0.9873948664923415,2.4259963333129964,0
23.152578353881836,8.02780818939209,2.9005179405212402,4.5000529289245605,20.129005432128906,0.11796128392222993,-0.06371737645394226,-1.1541872784112228,-1.1691873652991847,-2.368535743033784,0
23.05255126953125,7.927119255065918,2.8848865032196045,4.471868515014648,20.09589958190918,-0.4320343195548082,-1.2542518698842597,-0.5389188283671409,-0.6263129424268321,-0.16446838534249775,0
